Macrotrends Data Download

WTI Crude Oil Prices - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2012-09-25,91.3700
2012-09-26,89.9800
2012-09-27,91.8500
2012-09-28,92.1900
2012-10-01,92.4800
2012-10-02,91.8900
2012-10-03,88.1400
2012-10-04,91.7100
2012-10-05,89.8800
2012-10-08,89.3300
2012-10-09,92.3900
2012-10-10,91.2500
2012-10-11,92.0700
2012-10-12,91.8600
2012-10-15,91.8500
2012-10-16,92.0900
2012-10-17,92.2140
2012-10-18,92.2720
2012-10-19,90.2840
2012-10-22,88.6660
2012-10-23,86.6700
2012-10-24,85.7300
2012-10-25,86.0500
2012-10-26,86.2800
2012-10-29,85.5400
2012-10-30,85.6800
2012-10-31,86.2400
2012-11-01,87.0900
2012-11-02,84.8600
2012-11-05,85.6500
2012-11-06,88.7100
2012-11-07,84.4400
2012-11-08,85.0900
2012-11-09,86.0700
2012-11-12,85.5700
2012-11-13,85.4720
2012-11-14,86.4920
2012-11-15,85.7020
2012-11-16,86.8700
2012-11-19,89.2800
2012-11-20,86.7500
2012-11-21,87.3800
2012-11-23,88.2800
2012-11-26,87.7400
2012-11-27,87.1800
2012-11-28,86.4900
2012-11-29,88.0700
2012-11-30,88.9100
2012-12-03,89.0900
2012-12-04,88.5000
2012-12-05,87.8800
2012-12-06,86.2600
2012-12-07,85.9300
2012-12-10,85.5600
2012-12-11,85.7900
2012-12-12,86.7700
2012-12-13,85.8900
2012-12-14,86.8340
2012-12-17,87.3880
2012-12-18,88.2120
2012-12-19,89.8860
2012-12-20,90.1300
2012-12-21,88.6600
2012-12-24,88.6100
2012-12-26,90.9800
2012-12-27,90.8700
2012-12-28,90.8000
2012-12-31,91.8200
2013-01-02,93.1200
2013-01-03,92.9200
2013-01-04,93.0900
2013-01-07,93.1900
2013-01-08,93.1500
2013-01-09,93.1000
2013-01-10,93.8200
2013-01-11,93.5600
2013-01-14,94.1400
2013-01-15,93.2800
2013-01-16,94.3280
2013-01-17,95.6700
2013-01-18,95.8480
2013-01-22,96.5920
2013-01-23,95.2300
2013-01-24,95.9500
2013-01-25,95.8800
2013-01-28,96.4400
2013-01-29,97.5700
2013-01-30,97.9400
2013-01-31,97.4900
2013-02-01,97.7700
2013-02-04,96.1700
2013-02-05,96.6400
2013-02-06,96.6200
2013-02-07,95.8300
2013-02-08,95.7200
2013-02-11,97.0300
2013-02-12,97.5100
2013-02-13,97.0100
2013-02-14,97.4280
2013-02-15,96.0800
2013-02-19,96.9240
2013-02-20,95.0680
2013-02-21,92.8400
2013-02-22,93.1300
2013-02-25,93.1100
2013-02-26,92.6300
2013-02-27,92.7600
2013-02-28,92.0500
2013-03-01,90.6800
2013-03-04,90.1200
2013-03-05,90.8200
2013-03-06,90.4300
2013-03-07,91.5600
2013-03-08,91.9500
2013-03-11,92.0600
2013-03-12,92.5400
2013-03-13,92.5200
2013-03-14,93.0300
2013-03-15,93.5240
2013-03-18,93.8880
2013-03-19,92.3760
2013-03-20,93.3920
2013-03-21,92.4500
2013-03-22,93.7100
2013-03-25,94.8100
2013-03-26,96.3400
2013-03-27,96.5800
2013-03-28,97.2300
2013-04-01,97.0700
2013-04-02,97.1900
2013-04-03,94.4500
2013-04-04,93.2600
2013-04-05,92.7000
2013-04-08,93.3600
2013-04-09,94.2000
2013-04-10,94.6400
2013-04-11,93.5100
2013-04-12,91.2900
2013-04-15,88.7100
2013-04-16,88.7200
2013-04-17,86.7380
2013-04-18,87.8380
2013-04-19,88.1660
2013-04-22,89.1040
2013-04-23,89.1800
2013-04-24,91.4300
2013-04-25,93.6400
2013-04-26,93.0000
2013-04-29,94.5000
2013-04-30,93.4600
2013-05-01,91.0300
2013-05-02,93.9900
2013-05-03,95.6100
2013-05-06,96.1600
2013-05-07,95.6200
2013-05-08,96.6200
2013-05-09,96.3900
2013-05-10,96.0400
2013-05-13,95.1700
2013-05-14,94.2100
2013-05-15,94.3000
2013-05-16,95.2180
2013-05-17,96.1280
2013-05-20,96.8420
2013-05-21,96.1760
2013-05-22,94.2800
2013-05-23,94.2500
2013-05-24,94.1500
2013-05-28,95.0100
2013-05-29,93.1300
2013-05-30,93.6100
2013-05-31,91.9700
2013-06-03,93.4500
2013-06-04,93.3100
2013-06-05,93.7400
2013-06-06,94.7600
2013-06-07,96.0300
2013-06-10,95.7700
2013-06-11,95.3800
2013-06-12,95.8800
2013-06-13,96.6900
2013-06-14,97.8500
2013-06-17,97.8220
2013-06-18,98.5320
2013-06-19,98.3840
2013-06-20,95.1920
2013-06-21,93.6900
2013-06-24,95.1800
2013-06-25,95.3200
2013-06-26,95.5000
2013-06-27,97.0500
2013-06-28,96.5600
2013-07-01,97.9900
2013-07-02,99.6000
2013-07-03,101.2400
2013-07-05,103.2200
2013-07-08,103.1400
2013-07-09,103.5300
2013-07-10,106.5200
2013-07-11,104.9100
2013-07-12,105.9500
2013-07-15,106.3200
2013-07-16,106.0000
2013-07-17,106.4540
2013-07-18,107.9480
2013-07-19,107.9420
2013-07-22,106.9340
2013-07-23,107.2300
2013-07-24,105.3900
2013-07-25,105.4900
2013-07-26,104.7000
2013-07-29,104.5500
2013-07-30,103.0800
2013-07-31,105.0300
2013-08-01,107.8900
2013-08-02,106.9400
2013-08-05,106.5600
2013-08-06,105.3000
2013-08-07,104.3700
2013-08-08,103.4000
2013-08-09,105.9700
2013-08-12,106.1100
2013-08-13,106.8300
2013-08-14,106.8500
2013-08-15,107.3020
2013-08-16,107.3920
2013-08-19,106.9560
2013-08-20,105.0800
2013-08-21,103.8500
2013-08-22,105.0300
2013-08-23,106.4200
2013-08-26,105.9200
2013-08-27,109.0100
2013-08-28,110.1000
2013-08-29,108.8000
2013-08-30,107.6500
2013-09-03,108.5400
2013-09-04,107.2300
2013-09-05,108.3700
2013-09-06,110.5300
2013-09-09,109.5200
2013-09-10,107.3900
2013-09-11,107.5600
2013-09-12,108.6000
2013-09-13,108.2100
2013-09-16,106.5900
2013-09-17,105.3000
2013-09-18,107.7540
2013-09-19,106.0720
2013-09-20,104.7340
2013-09-23,103.5900
2013-09-24,103.1300
2013-09-25,102.6600
2013-09-26,103.0300
2013-09-27,102.8700
2013-09-30,102.3300
2013-10-01,102.0400
2013-10-02,104.1000
2013-10-03,103.3100
2013-10-04,103.8400
2013-10-07,103.0300
2013-10-08,103.4900
2013-10-09,101.6100
2013-10-10,103.0100
2013-10-11,102.0200
2013-10-14,102.4100
2013-10-15,101.2100
2013-10-16,102.2900
2013-10-17,100.7100
2013-10-18,100.9300
2013-10-21,99.4960
2013-10-22,98.2000
2013-10-23,96.8600
2013-10-24,97.1100
2013-10-25,97.8500
2013-10-28,98.6800
2013-10-29,98.2000
2013-10-30,96.7700
2013-10-31,96.3800
2013-11-01,94.6100
